##Temp./°C;Time/min;Pressure/Bar;DSC/(mW/mg);Sensit./(uV/mW)
119.35300;69.74000;19.98756;-7.724732e-002;3.14588
119.35500;69.74333;19.98756;-7.711798e-002;3.14589
119.35700;69.74667;19.98816;-7.711787e-002;3.14589
119.35900;69.75000;19.98847;-7.737619e-002;3.14589
119.36000;69.75333;19.98877;-7.828065e-002;3.14589
119.36200;69.75667;19.98953;-7.840975e-002;3.14589
119.36500;69.76000;19.99028;-7.776349e-002;3.14589
119.36600;69.76333;19.99043;-7.776343e-002;3.14589
119.36700;69.76667;19.99074;-7.789259e-002;3.14589
119.37000;69.77000;19.99089;-7.828007e-002;3.14590
119.37100;69.77333;19.99028;-7.840923e-002;3.14590
119.37300;69.77667;19.99013;-7.840912e-002;3.14590
119.37400;69.78000;19.99013;-7.827983e-002;3.14590
119.37600;69.78333;19.99013;-7.815050e-002;3.14590
119.37800;69.78667;19.99013;-7.815039e-002;3.14590
119.38100;69.79000;19.99013;-7.815021e-002;3.14590
119.38200;69.79333;19.99013;-7.815016e-002;3.14590
119.38300;69.79667;19.99013;-7.827932e-002;3.14590
119.38500;69.80000;19.98998;-7.840841e-002;3.14591
119.38700;69.80333;19.98983;-7.776221e-002;3.14591
119.38800;69.80667;19.98983;-7.763294e-002;3.14591
119.39000;69.81000;19.98983;-7.814969e-002;3.14591
119.39200;69.81333;19.98953;-7.802036e-002;3.14591
119.39200;69.81667;19.98953;-7.802036e-002;3.14591
119.39400;69.82000;19.98953;-7.866633e-002;3.14591
119.39600;69.82333;19.98953;-7.892464e-002;3.14591
119.39900;69.82667;19.98922;-7.905368e-002;3.14592
119.40000;69.83000;19.98907;-7.892441e-002;3.14592
119.40100;69.83333;19.98862;-7.879513e-002;3.14592
119.40200;69.83667;19.98816;-7.879507e-002;3.14592
119.40400;69.84000;19.98816;-7.866575e-002;3.14592
119.40700;69.84333;19.98831;-7.866556e-002;3.14592
119.40700;69.84667;19.98816;-7.879478e-002;3.14592
119.41000;69.85000;19.98816;-7.866539e-002;3.14592
119.41100;69.85333;19.98847;-7.853611e-002;3.14592
119.41300;69.85667;19.98862;-7.853600e-002;3.14592
119.41400;69.86000;19.98862;-7.853594e-002;3.14593
119.41500;69.86333;19.98862;-7.840667e-002;3.14593
119.41600;69.86667;19.98862;-7.853583e-002;3.14593
119.41800;69.87000;19.98862;-7.853571e-002;3.14593
119.42000;69.87333;19.98892;-7.853559e-002;3.14593
119.42200;69.87667;19.98892;-7.840626e-002;3.14593
119.42500;69.88000;19.98862;-7.827687e-002;3.14593
119.42600;69.88333;19.98801;-7.788916e-002;3.14593
119.42700;69.88667;19.98771;-7.788911e-002;3.14593
119.42900;69.89000;19.98741;-7.801820e-002;3.14594
119.43000;69.89333;19.98725;-7.814737e-002;3.14594
119.43300;69.89667;19.98741;-7.827640e-002;3.14594
119.43400;69.90000;19.98756;-7.814713e-002;3.14594
119.43700;69.90333;19.98771;-7.840539e-002;3.14594
119.43900;69.90667;19.98771;-7.840528e-002;3.14594
119.43900;69.91000;19.98771;-7.840528e-002;3.14594
119.44100;69.91333;19.98741;-7.840515e-002;3.14594
119.44300;69.91667;19.98756;-7.853426e-002;3.14594
119.44500;69.92000;19.98786;-7.853414e-002;3.14595
119.44700;69.92333;19.98771;-7.853402e-002;3.14595
119.44800;69.92667;19.98801;-7.840475e-002;3.14595
119.44900;69.93000;19.98831;-7.866313e-002;3.14595
119.45100;69.93333;19.98816;-7.866300e-002;3.14595
119.45300;69.93667;19.98771;-7.892132e-002;3.14595
119.45500;69.94000;19.98786;-7.892120e-002;3.14595
119.45600;69.94333;19.98847;-7.879193e-002;3.14595
119.45700;69.94667;19.98862;-7.866265e-002;3.14595
119.46200;69.95000;19.98892;-7.853315e-002;3.14596
119.46300;69.95333;19.98862;-7.853309e-002;3.14596
119.46500;69.95667;19.98831;-7.879140e-002;3.14596
119.46600;69.96000;19.98816;-7.879135e-002;3.14596
119.46800;69.96333;19.98831;-7.879123e-002;3.14596
119.47200;69.96667;19.98816;-7.866178e-002;3.14596
119.47300;69.97000;19.98816;-7.866173e-002;3.14597
119.47300;69.97333;19.98831;-7.866173e-002;3.14597
119.47400;69.97667;19.98847;-7.879088e-002;3.14597
119.47700;69.98000;19.98907;-7.879070e-002;3.14597
119.47800;69.98333;19.98922;-7.879065e-002;3.14597
119.48000;69.98667;19.98953;-7.917818e-002;3.14597
119.48200;69.99000;19.98968;-7.917805e-002;3.14597
119.48300;69.99333;19.98968;-7.891957e-002;3.14597
119.48500;69.99667;19.98983;-7.891945e-002;3.14597
119.48600;70.00000;19.98983;-7.891939e-002;3.14597
119.48800;70.00333;19.98998;-7.930692e-002;3.14598
119.49000;70.00667;19.99043;-7.930680e-002;3.14598
119.49200;70.01000;19.99089;-7.930669e-002;3.14598
119.49400;70.01333;19.99089;-7.930656e-002;3.14598
119.49600;70.01667;19.99134;-7.917724e-002;3.14598
119.49700;70.02000;19.99119;-7.930640e-002;3.14598
119.49800;70.02333;19.99074;-7.930634e-002;3.14598
119.50100;70.02667;19.99074;-7.943538e-002;3.14598
119.50200;70.03000;19.99059;-7.943532e-002;3.14598
119.50400;70.03333;19.99043;-7.943520e-002;3.14599
119.50500;70.03667;19.99028;-7.930592e-002;3.14599
119.50700;70.04000;19.99013;-7.930581e-002;3.14599
119.50900;70.04333;19.98983;-7.930570e-002;3.14599
119.51100;70.04667;19.98847;-7.930558e-002;3.14599
119.51200;70.05000;19.98741;-7.930552e-002;3.14599
119.51400;70.05333;19.98710;-7.904698e-002;3.14599
119.51500;70.05667;19.98756;-7.917613e-002;3.14599
119.51600;70.06000;19.98801;-7.930529e-002;3.14599
119.51900;70.06333;19.98831;-7.969275e-002;3.14600
119.52000;70.06667;19.98877;-7.969269e-002;3.14600
119.52200;70.07000;19.98877;-7.943415e-002;3.14600
119.52400;70.07333;19.98877;-7.943404e-002;3.14600
119.52500;70.07667;19.98877;-7.917555e-002;3.14600
119.52700;70.08000;19.98862;-7.904622e-002;3.14600
119.52800;70.08333;19.98892;-7.917538e-002;3.14600
119.53000;70.08667;19.98922;-7.917526e-002;3.14600
119.53200;70.09000;19.98983;-7.917514e-002;3.14601
119.53400;70.09333;19.98983;-7.917502e-002;3.14601
119.53500;70.09667;19.98968;-7.917497e-002;3.14601
119.53700;70.10000;19.98922;-7.930407e-002;3.14601
119.53800;70.10333;19.98877;-7.930400e-002;3.14601
119.54000;70.10667;19.98892;-7.930388e-002;3.14601
119.54200;70.11000;19.98937;-7.956219e-002;3.14601
119.54400;70.11333;19.98937;-7.994971e-002;3.14601
119.54400;70.11667;19.98937;-7.994971e-002;3.14601
119.54600;70.12000;19.98937;-7.969118e-002;3.14601
119.54800;70.12333;19.98953;-7.943263e-002;3.14602
119.55000;70.12667;19.98937;-7.943252e-002;3.14602
119.55000;70.13000;19.98922;-7.943252e-002;3.14602
119.55300;70.13333;19.98907;-7.956155e-002;3.14602
119.55400;70.13667;19.98907;-7.956150e-002;3.14602
119.55600;70.14000;19.98907;-7.956138e-002;3.14602
119.55800;70.14333;19.98892;-7.994889e-002;3.14602
119.55900;70.14667;19.98847;-7.969042e-002;3.14602
119.56200;70.15000;19.98786;-7.956102e-002;3.14603
119.56300;70.15333;19.98786;-7.943176e-002;3.14603
119.56400;70.15667;19.98786;-7.930249e-002;3.14603
119.56600;70.16000;19.98786;-7.943158e-002;3.14603
119.56800;70.16333;19.98816;-7.956068e-002;3.14603
119.56900;70.16667;19.98892;-7.981904e-002;3.14603
119.57200;70.17000;19.98998;-7.981887e-002;3.14603
119.57300;70.17333;19.99028;-7.968960e-002;3.14603
119.57500;70.17667;19.99028;-7.956026e-002;3.14603
119.57600;70.18000;19.98998;-7.943101e-002;3.14603
119.57900;70.18333;19.98983;-7.943082e-002;3.14604
119.58000;70.18667;19.98983;-7.994761e-002;3.14604
119.58200;70.19000;19.98907;-8.020592e-002;3.14604
119.58400;70.19333;19.98922;-8.020580e-002;3.14604
119.58400;70.19667;19.98922;-7.994738e-002;3.14604
119.58600;70.20000;19.98922;-7.994726e-002;3.14604
119.58700;70.20333;19.98907;-7.981799e-002;3.14604
119.58900;70.20667;19.98907;-7.917182e-002;3.14604
119.59100;70.21000;19.98877;-7.917170e-002;3.14604
119.59100;70.21333;19.98892;-7.930091e-002;3.14604
119.59400;70.21667;19.98907;-7.942996e-002;3.14605
119.59400;70.22000;19.98892;-7.917153e-002;3.14605
119.59700;70.22333;19.98907;-7.839608e-002;3.14605
119.59800;70.22667;19.98862;-7.852524e-002;3.14605
119.60000;70.23000;19.98831;-7.891276e-002;3.14605
119.60100;70.23333;19.98786;-7.904190e-002;3.14605
119.60300;70.23667;19.98725;-7.878337e-002;3.14605
119.60500;70.24000;19.98650;-7.865404e-002;3.14605
119.60600;70.24333;19.98635;-7.955846e-002;3.14605
119.60800;70.24667;19.98635;-7.955834e-002;3.14606
119.61000;70.25000;19.98619;-7.955823e-002;3.14606
119.61200;70.25333;19.98528;-7.904126e-002;3.14606
119.61300;70.25667;19.98544;-7.904121e-002;3.14606
119.61400;70.26000;19.98604;-7.839509e-002;3.14606
119.61500;70.26333;19.98665;-7.839505e-002;3.14606
119.61700;70.26667;19.98695;-7.839492e-002;3.14606
119.61900;70.27000;19.98650;-7.839481e-002;3.14606
119.62100;70.27333;19.98619;-7.852390e-002;3.14607
119.62300;70.27667;19.98604;-7.852378e-002;3.14607
119.62500;70.28000;19.98604;-7.865288e-002;3.14607
119.62700;70.28333;19.98559;-7.878197e-002;3.14607
119.62800;70.28667;19.98528;-7.865270e-002;3.14607
119.62900;70.29000;19.98544;-7.865264e-002;3.14607
119.63200;70.29333;19.98559;-7.839405e-002;3.14607
119.63200;70.29667;19.98559;-7.839405e-002;3.14607
119.63400;70.30000;19.98559;-7.839393e-002;3.14607
119.63600;70.30333;19.98574;-7.852302e-002;3.14608
119.63700;70.30667;19.98619;-7.839377e-002;3.14608
119.63900;70.31000;19.98635;-7.839365e-002;3.14608
119.64100;70.31333;19.98680;-7.852274e-002;3.14608
119.64300;70.31667;19.98695;-7.852262e-002;3.14608
119.64500;70.32000;19.98695;-7.852251e-002;3.14608
119.64600;70.32333;19.98604;-7.839324e-002;3.14608
119.64700;70.32667;19.98559;-7.852238e-002;3.14608
119.64900;70.33000;19.98544;-7.852227e-002;3.14608
119.65000;70.33333;19.98513;-7.865143e-002;3.14608
119.65200;70.33667;19.98528;-7.865131e-002;3.14609
119.65400;70.34000;19.98589;-7.865120e-002;3.14609
119.65600;70.34333;19.98604;-7.865107e-002;3.14609
119.65800;70.34667;19.98650;-7.865096e-002;3.14609
119.65900;70.35000;19.98650;-7.903854e-002;3.14609
119.66300;70.35333;19.98680;-7.903830e-002;3.14609
119.66400;70.35667;19.98680;-7.903824e-002;3.14609
119.66600;70.36000;19.98680;-7.903812e-002;3.14610
119.66800;70.36333;19.98725;-7.929643e-002;3.14610
119.67000;70.36667;19.98831;-7.942552e-002;3.14610
119.67100;70.37000;19.98862;-7.955467e-002;3.14610
119.67200;70.37333;19.98862;-7.955461e-002;3.14610
119.67400;70.37667;19.98862;-7.968370e-002;3.14610
119.67700;70.38000;19.98831;-7.981273e-002;3.14610
119.67800;70.38333;19.98741;-7.981268e-002;3.14610
119.67900;70.38667;19.98695;-7.994183e-002;3.14610
119.68200;70.39000;19.98650;-8.007086e-002;3.14611
119.68300;70.39333;19.98635;-8.020002e-002;3.14611
119.68600;70.39667;19.98635;-7.981221e-002;3.14611
119.68700;70.40000;19.98604;-7.955374e-002;3.14611
119.68700;70.40333;19.98619;-7.981215e-002;3.14611
119.69000;70.40667;19.98619;-7.994118e-002;3.14611
119.69200;70.41000;19.98619;-7.929503e-002;3.14611
119.69300;70.41333;19.98619;-7.942417e-002;3.14611
119.69500;70.41667;19.98635;-7.955326e-002;3.14611
119.69700;70.42000;19.98619;-7.981157e-002;3.14612
119.69800;70.42333;19.98635;-8.032835e-002;3.14612
119.70000;70.42667;19.98665;-8.019902e-002;3.14612
119.70100;70.43000;19.98695;-8.006974e-002;3.14612
119.70400;70.43333;19.98680;-8.019879e-002;3.14612
119.70600;70.43667;19.98680;-8.019866e-002;3.14612
119.70700;70.44000;19.98680;-8.019861e-002;3.14612
119.70900;70.44333;19.98650;-8.019849e-002;3.14612
119.71000;70.44667;19.98635;-8.032764e-002;3.14612
119.71300;70.45000;19.98619;-8.045668e-002;3.14613
119.71500;70.45333;19.98513;-8.032735e-002;3.14613
119.71500;70.45667;19.98468;-8.019814e-002;3.14613
119.71700;70.46000;19.98422;-8.019802e-002;3.14613
119.71900;70.46333;19.98453;-8.019791e-002;3.14613
119.72100;70.46667;19.98498;-8.006858e-002;3.14613
119.72300;70.47000;19.98498;-8.006847e-002;3.14613
119.72400;70.47333;19.98498;-8.019762e-002;3.14613
119.72700;70.47667;19.98498;-8.032664e-002;3.14614
119.72800;70.48000;19.98483;-8.045580e-002;3.14614
119.72900;70.48333;19.98468;-8.045574e-002;3.14614
119.73100;70.48667;19.98392;-8.058483e-002;3.14614
119.73300;70.49000;19.98392;-8.058471e-002;3.14614
119.73400;70.49333;19.98392;-8.110148e-002;3.14614
119.73600;70.49667;19.98392;-8.110136e-002;3.14614
119.73800;70.50000;19.98362;-8.071362e-002;3.14614
119.73900;70.50333;19.98392;-8.058436e-002;3.14614
119.74100;70.50667;19.98438;-8.071345e-002;3.14615
119.74300;70.51000;19.98468;-8.071333e-002;3.14615
119.74400;70.51333;19.98544;-8.071327e-002;3.14615
119.74500;70.51667;19.98619;-8.071322e-002;3.14615
119.74700;70.52000;19.98680;-8.097151e-002;3.14615
119.74900;70.52333;19.98695;-8.135902e-002;3.14615
119.75100;70.52667;19.98710;-8.122969e-002;3.14615
119.75200;70.53000;19.98725;-8.122964e-002;3.14615
119.75400;70.53333;19.98741;-8.135872e-002;3.14615
119.75700;70.53667;19.98741;-8.148776e-002;3.14616
119.75800;70.54000;19.98741;-8.135849e-002;3.14616
119.76000;70.54333;19.98756;-8.122917e-002;3.14616
119.76100;70.54667;19.98741;-8.122911e-002;3.14616
119.76300;70.55000;19.98725;-8.122899e-002;3.14616
119.76500;70.55333;19.98771;-8.122888e-002;3.14616
119.76600;70.55667;19.98771;-8.122881e-002;3.14616
119.76800;70.56000;19.98771;-8.122869e-002;3.14616
119.76900;70.56333;19.98725;-8.122864e-002;3.14616
119.77100;70.56667;19.98725;-8.161614e-002;3.14617
119.77300;70.57000;19.98725;-8.174523e-002;3.14617
119.77500;70.57333;19.98741;-8.174511e-002;3.14617
119.77700;70.57667;19.98725;-8.148658e-002;3.14617
119.77900;70.58000;19.98695;-8.135725e-002;3.14617
119.77900;70.58333;19.98680;-8.148646e-002;3.14617
119.78100;70.58667;19.98695;-8.174475e-002;3.14617
119.78300;70.59000;19.98710;-8.187385e-002;3.14617
119.78500;70.59333;19.98710;-8.174453e-002;3.14618
119.78600;70.59667;19.98695;-8.187367e-002;3.14618
119.78700;70.60000;19.98635;-8.174441e-002;3.14618
119.78900;70.60333;19.98619;-8.161508e-002;3.14618
119.79200;70.60667;19.98619;-8.174411e-002;3.14618
119.79300;70.61000;19.98619;-8.174405e-002;3.14618
119.79500;70.61333;19.98619;-8.187314e-002;3.14618
119.79700;70.61667;19.98604;-8.174382e-002;3.14618
119.79700;70.62000;19.98619;-8.148541e-002;3.14618
119.79900;70.62333;19.98604;-8.174370e-002;3.14618
119.80000;70.62667;19.98619;-8.187284e-002;3.14619
119.80200;70.63000;19.98604;-8.174353e-002;3.14619
119.80400;70.63333;19.98589;-8.174341e-002;3.14619
119.80500;70.63667;19.98574;-8.148493e-002;3.14619
119.80700;70.64000;19.98589;-8.148482e-002;3.14619
119.80900;70.64333;19.98635;-8.122629e-002;3.14619
119.81000;70.64667;19.98650;-8.148464e-002;3.14619
119.81200;70.65000;19.98650;-8.161373e-002;3.14619
119.81300;70.65333;19.98635;-8.161368e-002;3.14619
119.81600;70.65667;19.98650;-8.161349e-002;3.14620
119.81700;70.66000;19.98710;-8.148424e-002;3.14620
119.81900;70.66333;19.98756;-8.161332e-002;3.14620
119.81900;70.66667;19.98786;-8.161332e-002;3.14620
119.82200;70.67000;19.98786;-8.174235e-002;3.14620
119.82400;70.67333;19.98801;-8.174224e-002;3.14620
119.82600;70.67667;19.98816;-8.161291e-002;3.14620
119.82700;70.68000;19.98831;-8.174206e-002;3.14620
119.82800;70.68333;19.98831;-8.135438e-002;3.14620
119.83100;70.68667;19.98816;-8.148341e-002;3.14621
119.83300;70.69000;19.98725;-8.122488e-002;3.14621
119.83300;70.69333;19.98635;-8.044966e-002;3.14621
119.83700;70.69667;19.98604;-8.044942e-002;3.14621
119.83800;70.70000;19.98619;-8.057857e-002;3.14621
119.83900;70.70333;19.98635;-8.070772e-002;3.14621
119.84100;70.70667;19.98695;-8.070760e-002;3.14621
119.84400;70.71000;19.98710;-8.070742e-002;3.14621
119.84600;70.71333;19.98756;-8.109491e-002;3.14622
119.84700;70.71667;19.98801;-8.135327e-002;3.14622
119.84900;70.72000;19.98801;-8.135315e-002;3.14622
119.85100;70.72333;19.98801;-8.135303e-002;3.14622
119.85200;70.72667;19.98801;-8.174060e-002;3.14622
119.85500;70.73000;19.98771;-8.161120e-002;3.14622
119.85500;70.73333;19.98756;-8.161120e-002;3.14622
119.85700;70.73667;19.98725;-8.161109e-002;3.14622
119.85900;70.74000;19.98710;-8.174018e-002;3.14622
119.86100;70.74333;19.98741;-8.148165e-002;3.14623
119.86300;70.74667;19.98741;-8.161074e-002;3.14623
119.86500;70.75000;19.98741;-8.161062e-002;3.14623
119.86700;70.75333;19.98741;-8.173971e-002;3.14623
119.86900;70.75667;19.98725;-8.173959e-002;3.14623
119.87000;70.76000;19.98725;-8.186873e-002;3.14623
119.87100;70.76333;19.98725;-8.186868e-002;3.14623
119.87400;70.76667;19.98710;-8.186850e-002;3.14623
119.87500;70.77000;19.98665;-8.186844e-002;3.14624
119.87700;70.77333;19.98680;-8.186833e-002;3.14624
119.87900;70.77667;19.98680;-8.173901e-002;3.14624
119.88000;70.78000;19.98665;-8.199735e-002;3.14624
119.88100;70.78333;19.98604;-8.212649e-002;3.14624
119.88200;70.78667;19.98604;-8.225565e-002;3.14624
119.88500;70.79000;19.98544;-8.225546e-002;3.14624
119.88700;70.79333;19.98498;-8.173853e-002;3.14624
119.89000;70.79667;19.98453;-8.147995e-002;3.14625
119.89100;70.80000;19.98453;-8.135069e-002;3.14625
119.89200;70.80333;19.98468;-8.122143e-002;3.14625
119.89300;70.80667;19.98513;-8.135058e-002;3.14625
119.89500;70.81000;19.98528;-8.160886e-002;3.14625
119.89700;70.81333;19.98528;-8.199636e-002;3.14625
119.89900;70.81667;19.98513;-8.212544e-002;3.14625
119.90100;70.82000;19.98498;-8.225452e-002;3.14625
119.90200;70.82333;19.98498;-8.238367e-002;3.14625
119.90300;70.82667;19.98498;-8.238361e-002;3.14625
119.90600;70.83000;19.98498;-8.264184e-002;3.14626
119.90700;70.83333;19.98544;-8.264178e-002;3.14626
119.91000;70.83667;19.98559;-8.264160e-002;3.14626
119.91100;70.84000;19.98574;-8.264154e-002;3.14626
119.91200;70.84333;19.98619;-8.212468e-002;3.14626
119.91400;70.84667;19.98680;-8.212456e-002;3.14626
119.91600;70.85000;19.98756;-8.212444e-002;3.14626
119.91700;70.85333;19.98741;-8.289959e-002;3.14626
119.92000;70.85667;19.98725;-8.315782e-002;3.14627
119.92200;70.86000;19.98725;-8.289930e-002;3.14627
119.92300;70.86333;19.98741;-8.277004e-002;3.14627
119.92500;70.86667;19.98741;-8.276992e-002;3.14627
119.92600;70.87000;19.98741;-8.302826e-002;3.14627
119.92800;70.87333;19.98741;-8.315735e-002;3.14627
119.92900;70.87667;19.98725;-8.302809e-002;3.14627
119.93100;70.88000;19.98710;-8.302798e-002;3.14627
119.93300;70.88333;19.98695;-8.276945e-002;3.14627
119.93400;70.88667;19.98650;-8.251099e-002;3.14627
119.93600;70.89000;19.98574;-8.276928e-002;3.14628
119.93700;70.89333;19.98574;-8.289842e-002;3.14628
119.93900;70.89667;19.98544;-8.276909e-002;3.14628
119.94100;70.90000;19.98574;-8.276898e-002;3.14628
119.94300;70.90333;19.98604;-8.276886e-002;3.14628
119.94600;70.90667;19.98619;-8.289789e-002;3.14628
119.94700;70.91000;19.98604;-8.289783e-002;3.14628
119.94800;70.91333;19.98604;-8.289777e-002;3.14628
119.95000;70.91667;19.98559;-8.263924e-002;3.14629
119.95100;70.92000;19.98559;-8.250999e-002;3.14629
119.95300;70.92333;19.98589;-8.276827e-002;3.14629
119.95400;70.92667;19.98574;-8.289741e-002;3.14629
119.95500;70.93000;19.98544;-8.302656e-002;3.14629
119.95700;70.93333;19.98544;-8.341404e-002;3.14629
119.95800;70.93667;19.98544;-8.328479e-002;3.14629
119.96100;70.94000;19.98544;-8.315541e-002;3.14629
119.96200;70.94333;19.98528;-8.302615e-002;3.14629
119.96300;70.94667;19.98528;-8.302608e-002;3.14629
119.96500;70.95000;19.98513;-8.263837e-002;3.14630
119.96600;70.95333;19.98528;-8.263831e-002;3.14630
119.96800;70.95667;19.98513;-8.289659e-002;3.14630
119.96900;70.96000;19.98468;-8.276733e-002;3.14630
119.97100;70.96333;19.98453;-8.263801e-002;3.14630
119.97200;70.96667;19.98513;-8.263795e-002;3.14630
119.97400;70.97000;19.98544;-8.302543e-002;3.14630
119.97600;70.97333;19.98559;-8.328372e-002;3.14630
119.97800;70.97667;19.98559;-8.328360e-002;3.14630
119.98100;70.98000;19.98498;-8.315423e-002;3.14631
119.98200;70.98333;19.98453;-8.302497e-002;3.14631
119.98200;70.98667;19.98407;-8.302497e-002;3.14631
119.98400;70.99000;19.98422;-8.315405e-002;3.14631
119.98600;70.99333;19.98438;-8.315393e-002;3.14631
119.98700;70.99667;19.98468;-8.289547e-002;3.14631
119.98800;71.00000;19.98438;-8.237861e-002;3.14631
119.99000;71.00333;19.98422;-8.224930e-002;3.14631
119.99200;71.00667;19.98438;-8.263678e-002;3.14631
119.99500;71.01000;19.98438;-8.276580e-002;3.14632
119.99600;71.01333;19.98453;-8.276574e-002;3.14632
119.99700;71.01667;19.98453;-8.289488e-002;3.14632
120.00000;71.02000;19.98468;-8.289471e-002;3.14632
120.00100;71.02333;19.98528;-8.276545e-002;3.14632
120.00200;71.02667;19.98544;-8.250698e-002;3.14632
120.00400;71.03000;19.98544;-8.250687e-002;3.14632
120.00600;71.03333;19.98528;-8.250675e-002;3.14632
120.00700;71.03667;19.98513;-8.237749e-002;3.14632
120.00800;71.04000;19.98483;-8.237744e-002;3.14632
120.01100;71.04333;19.98483;-8.250646e-002;3.14633
120.01300;71.04667;19.98483;-8.263555e-002;3.14633
120.01400;71.05000;19.98483;-8.250628e-002;3.14633
120.01600;71.05333;19.98468;-8.276457e-002;3.14633
120.01700;71.05667;19.98468;-8.263530e-002;3.14633
120.01800;71.06000;19.98468;-8.276445e-002;3.14633
120.02100;71.06333;19.98468;-8.263507e-002;3.14633
120.02200;71.06667;19.98453;-8.224741e-002;3.14633
120.02400;71.07000;19.98468;-8.237650e-002;3.14633
120.02500;71.07333;19.98498;-8.237644e-002;3.14634
120.02600;71.07667;19.98513;-8.263478e-002;3.14634
120.02800;71.08000;19.98544;-8.289306e-002;3.14634
120.03000;71.08333;19.98544;-8.315134e-002;3.14634
120.03200;71.08667;19.98544;-8.289283e-002;3.14634
120.03400;71.09000;19.98544;-8.289270e-002;3.14634
120.03500;71.09333;19.98544;-8.289265e-002;3.14634
120.03700;71.09667;19.98544;-8.302173e-002;3.14634
120.03800;71.10000;19.98544;-8.289247e-002;3.14634
120.04000;71.10333;19.98589;-8.263395e-002;3.14635
120.04200;71.10667;19.98635;-8.250464e-002;3.14635
120.04400;71.11000;19.98665;-8.250453e-002;3.14635
120.04500;71.11333;19.98635;-8.263366e-002;3.14635
120.04700;71.11667;19.98619;-8.289194e-002;3.14635
120.04800;71.12000;19.98619;-8.289188e-002;3.14635
120.05000;71.12333;19.98635;-8.353776e-002;3.14635
120.05100;71.12667;19.98650;-8.366690e-002;3.14635
120.05300;71.13000;19.98665;-8.366678e-002;3.14635
120.05400;71.13333;19.98665;-8.353752e-002;3.14635
120.05600;71.13667;19.98665;-8.405420e-002;3.14636
120.05700;71.14000;19.98695;-8.405414e-002;3.14636
120.05900;71.14333;19.98756;-8.405402e-002;3.14636
120.06300;71.14667;19.98801;-8.353699e-002;3.14636
120.06400;71.15000;19.98801;-8.340773e-002;3.14636
120.06600;71.15333;19.98801;-8.302002e-002;3.14636
120.06800;71.15667;19.98786;-8.327830e-002;3.14636
120.06900;71.16000;19.98710;-8.327825e-002;3.14636
120.07100;71.16333;19.98650;-8.340732e-002;3.14637
120.07200;71.16667;19.98544;-8.340726e-002;3.14637
120.07400;71.17000;19.98513;-8.340714e-002;3.14637
120.07500;71.17333;19.98559;-8.340708e-002;3.14637
120.07700;71.17667;19.98619;-8.314857e-002;3.14637
120.07800;71.18000;19.98680;-8.327771e-002;3.14637
120.08000;71.18333;19.98695;-8.327759e-002;3.14637
120.08100;71.18667;19.98695;-8.340673e-002;3.14637
120.08300;71.19000;19.98695;-8.366501e-002;3.14637
120.08500;71.19333;19.98650;-8.340649e-002;3.14638
120.08700;71.19667;19.98650;-8.340638e-002;3.14638
120.09000;71.20000;19.98650;-8.366460e-002;3.14638
120.09000;71.20333;19.98650;-8.379379e-002;3.14638
120.09200;71.20667;19.98695;-8.379367e-002;3.14638
120.09400;71.21000;19.98710;-8.379355e-002;3.14638
120.09500;71.21333;19.98786;-8.379350e-002;3.14638
120.09700;71.21667;19.98816;-8.392258e-002;3.14638
120.09900;71.22000;19.98801;-8.405166e-002;3.14638
120.10100;71.22333;19.98786;-8.392234e-002;3.14639
120.10300;71.22667;19.98786;-8.405142e-002;3.14639
120.10400;71.23000;19.98801;-8.418056e-002;3.14639
120.10600;71.23333;19.98816;-8.405125e-002;3.14639
120.10700;71.23667;19.98847;-8.366360e-002;3.14639
120.10800;71.24000;19.98862;-8.353434e-002;3.14639
120.11100;71.24333;19.98756;-8.353416e-002;3.14639
120.11200;71.24667;19.98756;-8.340491e-002;3.14639
120.11300;71.25000;19.98771;-8.353404e-002;3.14639
120.11500;71.25333;19.98756;-8.353392e-002;3.14639
120.11700;71.25667;19.98771;-8.353381e-002;3.14640
120.11900;71.26000;19.98771;-8.366289e-002;3.14640
120.12000;71.26333;19.98725;-8.327524e-002;3.14640
120.12100;71.26667;19.98725;-8.275840e-002;3.14640
120.12300;71.27000;19.98710;-8.262908e-002;3.14640
120.12400;71.27333;19.98710;-8.262901e-002;3.14640
120.12600;71.27667;19.98725;-8.275809e-002;3.14640
120.12800;71.28000;19.98725;-8.314557e-002;3.14640
120.12900;71.28333;19.98725;-8.353310e-002;3.14640
120.13100;71.28667;19.98725;-8.327459e-002;3.14641
120.13300;71.29000;19.98665;-8.275768e-002;3.14641
120.13500;71.29333;19.98665;-8.262837e-002;3.14641
120.13600;71.29667;19.98650;-8.275751e-002;3.14641
120.13800;71.30000;19.98650;-8.327418e-002;3.14641
120.13900;71.30333;19.98650;-8.327412e-002;3.14641
120.14100;71.30667;19.98665;-8.327400e-002;3.14641
120.14200;71.31000;19.98650;-8.314475e-002;3.14641
120.14400;71.31333;19.98619;-8.327383e-002;3.14641
120.14600;71.31667;19.98574;-8.314451e-002;3.14642
120.14700;71.32000;19.98559;-8.262767e-002;3.14642
120.14900;71.32333;19.98544;-8.275675e-002;3.14642
120.15100;71.32667;19.98544;-8.301502e-002;3.14642
120.15200;71.33000;19.98544;-8.314415e-002;3.14642
120.15400;71.33333;19.98528;-8.301484e-002;3.14642
120.15700;71.33667;19.98453;-8.288547e-002;3.14642
120.15800;71.34000;19.98468;-8.288541e-002;3.14642
