##Temp./°C;Time/min;Pressure/Bar;DSC/(mW/mg);Sensit./(uV/mW)
117.54700;66.11667;19.98619;-7.269910e-002;3.14463
117.54900;66.12000;19.98619;-7.256971e-002;3.14463
117.55000;66.12333;19.98619;-7.269893e-002;3.14463
117.55100;66.12667;19.98604;-7.321594e-002;3.14463
117.55300;66.13000;19.98619;-7.321583e-002;3.14464
117.55500;66.13333;19.98635;-7.334498e-002;3.14464
117.55700;66.13667;19.98619;-7.295706e-002;3.14464
117.55800;66.14000;19.98589;-7.295700e-002;3.14464
117.56000;66.14333;19.98544;-7.295688e-002;3.14464
117.56100;66.14667;19.98498;-7.295683e-002;3.14464
117.56200;66.15000;19.98528;-7.282750e-002;3.14464
117.56400;66.15333;19.98498;-7.282738e-002;3.14464
117.56500;66.15667;19.98483;-7.269805e-002;3.14464
117.56800;66.16000;19.98483;-7.269788e-002;3.14465
117.56900;66.16333;19.98483;-7.243928e-002;3.14465
117.57100;66.16667;19.98498;-7.256844e-002;3.14465
117.57300;66.17000;19.98513;-7.269759e-002;3.14465
117.57500;66.17333;19.98483;-7.269748e-002;3.14465
117.57600;66.17667;19.98468;-7.256816e-002;3.14465
117.57700;66.18000;19.98468;-7.243883e-002;3.14465
117.57900;66.18333;19.98468;-7.256798e-002;3.14465
117.58100;66.18667;19.98483;-7.243860e-002;3.14466
117.58300;66.19000;19.98498;-7.205068e-002;3.14466
117.58400;66.19333;19.98528;-7.217989e-002;3.14466
117.58600;66.19667;19.98544;-7.256758e-002;3.14466
117.58700;66.20000;19.98574;-7.230899e-002;3.14466
117.58900;66.20333;19.98604;-7.230887e-002;3.14466
117.59100;66.20667;19.98604;-7.230875e-002;3.14466
117.59300;66.21000;19.98604;-7.243790e-002;3.14466
117.59400;66.21333;19.98589;-7.243785e-002;3.14467
117.59500;66.21667;19.98604;-7.217925e-002;3.14467
117.59700;66.22000;19.98589;-7.230840e-002;3.14467
117.60000;66.22333;19.98559;-7.230823e-002;3.14467
117.60200;66.22667;19.98513;-7.230811e-002;3.14467
117.60300;66.23000;19.98468;-7.217879e-002;3.14467
117.60400;66.23333;19.98453;-7.204946e-002;3.14467
117.60600;66.23667;19.98438;-7.192008e-002;3.14467
117.60600;66.24000;19.98483;-7.192008e-002;3.14467
117.60800;66.24333;19.98528;-7.204924e-002;3.14468
117.61000;66.24667;19.98544;-7.204912e-002;3.14468
117.61100;66.25000;19.98528;-7.282466e-002;3.14468
117.61300;66.25333;19.98392;-7.295381e-002;3.14468
117.61500;66.25667;19.98331;-7.282444e-002;3.14468
117.61600;66.26000;19.98316;-7.243658e-002;3.14468
117.61900;66.26333;19.98316;-7.230714e-002;3.14468
117.62000;66.26667;19.98331;-7.217781e-002;3.14468
117.62200;66.27000;19.98392;-7.204843e-002;3.14469
117.62400;66.27333;19.98453;-7.191905e-002;3.14469
117.62500;66.27667;19.98498;-7.230679e-002;3.14469
117.62700;66.28000;19.98498;-7.230667e-002;3.14469
117.62800;66.28333;19.98483;-7.217735e-002;3.14469
117.63000;66.28667;19.98498;-7.217724e-002;3.14469
117.63100;66.29000;19.98528;-7.204791e-002;3.14469
117.63300;66.29333;19.98528;-7.204780e-002;3.14469
117.63500;66.29667;19.98513;-7.191841e-002;3.14469
117.63700;66.30000;19.98498;-7.191830e-002;3.14470
117.63900;66.30333;19.98513;-7.217671e-002;3.14470
117.64100;66.30667;19.98513;-7.217660e-002;3.14470
117.64300;66.31000;19.98498;-7.230575e-002;3.14470
117.64400;66.31333;19.98498;-7.243496e-002;3.14470
117.64600;66.31667;19.98468;-7.243484e-002;3.14470
117.64700;66.32000;19.98483;-7.230552e-002;3.14470
117.64900;66.32333;19.98483;-7.269320e-002;3.14470
117.64900;66.32667;19.98468;-7.269320e-002;3.14470
117.65100;66.33000;19.98483;-7.243456e-002;3.14471
117.65400;66.33333;19.98528;-7.269292e-002;3.14471
117.65700;66.33667;19.98544;-7.295128e-002;3.14471
117.65900;66.34000;19.98544;-7.295116e-002;3.14471
117.66000;66.34333;19.98559;-7.282184e-002;3.14471
117.66100;66.34667;19.98544;-7.282178e-002;3.14471
117.66300;66.35000;19.98544;-7.282167e-002;3.14471
117.66400;66.35333;19.98544;-7.269234e-002;3.14471
117.66600;66.35667;19.98528;-7.282149e-002;3.14472
117.66800;66.36000;19.98544;-7.282137e-002;3.14472
117.67000;66.36333;19.98680;-7.282126e-002;3.14472
117.67200;66.36667;19.98741;-7.282114e-002;3.14472
117.67400;66.37000;19.98741;-7.243323e-002;3.14472
117.67500;66.37333;19.98741;-7.256244e-002;3.14472
117.67600;66.37667;19.98725;-7.243311e-002;3.14472
117.67800;66.38000;19.98725;-7.269153e-002;3.14472
117.68100;66.38333;19.98771;-7.294989e-002;3.14473
117.68200;66.38667;19.98771;-7.294983e-002;3.14473
117.68300;66.39000;19.98725;-7.282051e-002;3.14473
117.68400;66.39333;19.98695;-7.269119e-002;3.14473
117.68600;66.39667;19.98665;-7.269107e-002;3.14473
117.68900;66.40000;19.98635;-7.282016e-002;3.14473
117.69000;66.40333;19.98619;-7.256158e-002;3.14473
117.69100;66.40667;19.98619;-7.243225e-002;3.14473
117.69300;66.41000;19.98619;-7.243214e-002;3.14474
117.69400;66.41333;19.98619;-7.230281e-002;3.14474
117.69600;66.41667;19.98619;-7.230269e-002;3.14474
117.69800;66.42000;19.98604;-7.230259e-002;3.14474
117.70000;66.42333;19.98589;-7.230246e-002;3.14474
117.70100;66.42667;19.98574;-7.230241e-002;3.14474
117.70300;66.43000;19.98559;-7.191450e-002;3.14474
117.70500;66.43333;19.98544;-7.191438e-002;3.14474
117.70600;66.43667;19.98544;-7.178506e-002;3.14474
117.70900;66.44000;19.98559;-7.139709e-002;3.14475
117.71100;66.44333;19.98619;-7.139699e-002;3.14475
117.71200;66.44667;19.98604;-7.191398e-002;3.14475
117.71300;66.45000;19.98604;-7.243099e-002;3.14475
117.71500;66.45333;19.98710;-7.281866e-002;3.14475
117.71700;66.45667;19.98710;-7.268928e-002;3.14475
117.71800;66.46000;19.98710;-7.243069e-002;3.14475
117.71900;66.46333;19.98725;-7.230137e-002;3.14475
117.72100;66.46667;19.98725;-7.217200e-002;3.14475
117.72300;66.47000;19.98665;-7.204262e-002;3.14476
117.72600;66.47333;19.98650;-7.230097e-002;3.14476
117.72700;66.47667;19.98544;-7.243018e-002;3.14476
117.72900;66.48000;19.98528;-7.217153e-002;3.14476
117.73000;66.48333;19.98513;-7.204221e-002;3.14476
117.73200;66.48667;19.98498;-7.191283e-002;3.14476
117.73400;66.49000;19.98483;-7.217124e-002;3.14476
117.73500;66.49333;19.98468;-7.255898e-002;3.14477
117.73600;66.49667;19.98453;-7.268818e-002;3.14477
117.73800;66.50000;19.98468;-7.268806e-002;3.14477
117.73900;66.50333;19.98468;-7.242949e-002;3.14477
117.74100;66.50667;19.98453;-7.255863e-002;3.14477
117.74300;66.51000;19.98392;-7.255852e-002;3.14477
117.74500;66.51333;19.98392;-7.229987e-002;3.14477
117.74700;66.51667;19.98453;-7.204123e-002;3.14477
117.74900;66.52000;19.98483;-7.204112e-002;3.14478
117.75000;66.52333;19.98559;-7.204106e-002;3.14478
117.75100;66.52667;19.98589;-7.204100e-002;3.14478
117.75300;66.53000;19.98589;-7.217015e-002;3.14478
117.75600;66.53333;19.98559;-7.242850e-002;3.14478
117.75700;66.53667;19.98574;-7.255771e-002;3.14478
117.75900;66.54000;19.98589;-7.255759e-002;3.14478
117.76000;66.54333;19.98589;-7.255754e-002;3.14478
117.76100;66.54667;19.98604;-7.242821e-002;3.14478
117.76300;66.55000;19.98589;-7.294514e-002;3.14479
117.76600;66.55333;19.98604;-7.307425e-002;3.14479
117.76800;66.55667;19.98604;-7.294487e-002;3.14479
117.77000;66.56000;19.98635;-7.294475e-002;3.14479
117.77100;66.56333;19.98665;-7.281543e-002;3.14479
117.77300;66.56667;19.98665;-7.281531e-002;3.14479
117.77400;66.57000;19.98665;-7.268599e-002;3.14479
117.77500;66.57333;19.98650;-7.268594e-002;3.14479
117.77700;66.57667;19.98635;-7.281508e-002;3.14479
117.77800;66.58000;19.98635;-7.281502e-002;3.14480
117.78000;66.58333;19.98635;-7.268564e-002;3.14480
117.78300;66.58667;19.98635;-7.242695e-002;3.14480
117.78400;66.59000;19.98635;-7.242688e-002;3.14480
117.78600;66.59333;19.98665;-7.255603e-002;3.14480
117.78900;66.59667;19.98665;-7.242660e-002;3.14480
117.79000;66.60000;19.98695;-7.255582e-002;3.14480
117.79200;66.60333;19.98725;-7.268496e-002;3.14481
117.79300;66.60667;19.98725;-7.281416e-002;3.14481
117.79600;66.61000;19.98741;-7.281398e-002;3.14481
117.79600;66.61333;19.98786;-7.281398e-002;3.14481
117.79800;66.61667;19.98801;-7.294313e-002;3.14481
117.80000;66.62000;19.98816;-7.294301e-002;3.14481
117.80100;66.62333;19.98786;-7.320148e-002;3.14481
117.80300;66.62667;19.98786;-7.345989e-002;3.14481
117.80400;66.63000;19.98816;-7.358910e-002;3.14481
117.80600;66.63333;19.98816;-7.358898e-002;3.14482
117.80800;66.63667;19.98801;-7.358886e-002;3.14482
117.81000;66.64000;19.98786;-7.384727e-002;3.14482
117.81100;66.64333;19.98725;-7.358869e-002;3.14482
117.81200;66.64667;19.98695;-7.371789e-002;3.14482
117.81500;66.65000;19.98695;-7.371773e-002;3.14482
117.81600;66.65333;19.98680;-7.345914e-002;3.14482
117.81900;66.65667;19.98665;-7.358823e-002;3.14482
117.82000;66.66000;19.98635;-7.255408e-002;3.14482
117.82200;66.66333;19.98604;-7.268322e-002;3.14483
117.82300;66.66667;19.98604;-7.345873e-002;3.14483
117.82500;66.67000;19.98619;-7.371713e-002;3.14483
117.82600;66.67333;19.98604;-7.371708e-002;3.14483
117.82800;66.67667;19.98604;-7.371696e-002;3.14483
117.83100;66.68000;19.98619;-7.384606e-002;3.14483
117.83300;66.68333;19.98635;-7.397520e-002;3.14483
117.83300;66.68667;19.98650;-7.423372e-002;3.14483
117.83500;66.69000;19.98635;-7.423360e-002;3.14484
117.83600;66.69333;19.98635;-7.423355e-002;3.14484
117.83800;66.69667;19.98604;-7.423343e-002;3.14484
117.84000;66.70000;19.98589;-7.410406e-002;3.14484
117.84200;66.70333;19.98619;-7.397468e-002;3.14484
117.84400;66.70667;19.98635;-7.384530e-002;3.14484
117.84400;66.71000;19.98650;-7.371604e-002;3.14484
117.84600;66.71333;19.98635;-7.371592e-002;3.14484
117.84800;66.71667;19.98619;-7.384507e-002;3.14484
117.84900;66.72000;19.98574;-7.397427e-002;3.14485
117.85100;66.72333;19.98528;-7.384489e-002;3.14485
117.85500;66.72667;19.98544;-7.345688e-002;3.14485
117.85600;66.73000;19.98574;-7.345682e-002;3.14485
117.85800;66.73333;19.98589;-7.345671e-002;3.14485
117.86000;66.73667;19.98604;-7.345659e-002;3.14485
117.86100;66.74000;19.98604;-7.384432e-002;3.14485
117.86300;66.74333;19.98619;-7.397346e-002;3.14486
117.86400;66.74667;19.98619;-7.397340e-002;3.14486
117.86600;66.75000;19.98604;-7.384403e-002;3.14486
117.86800;66.75333;19.98589;-7.384391e-002;3.14486
117.86900;66.75667;19.98559;-7.397311e-002;3.14486
117.87100;66.76000;19.98544;-7.397300e-002;3.14486
117.87200;66.76333;19.98498;-7.358516e-002;3.14486
117.87400;66.76667;19.98468;-7.358504e-002;3.14486
117.87500;66.77000;19.98468;-7.358499e-002;3.14486
117.87800;66.77333;19.98498;-7.371407e-002;3.14487
117.88000;66.77667;19.98528;-7.384322e-002;3.14487
117.88000;66.78000;19.98604;-7.384322e-002;3.14487
117.88200;66.78333;19.98619;-7.397237e-002;3.14487
117.88400;66.78667;19.98619;-7.397225e-002;3.14487
117.88600;66.79000;19.98619;-7.410139e-002;3.14487
117.88800;66.79333;19.98619;-7.410127e-002;3.14487
117.89000;66.79667;19.98650;-7.397189e-002;3.14487
117.89000;66.80000;19.98650;-7.384264e-002;3.14487
117.89200;66.80333;19.98680;-7.371326e-002;3.14488
117.89300;66.80667;19.98665;-7.384247e-002;3.14488
117.89500;66.81000;19.98619;-7.384235e-002;3.14488
117.89600;66.81333;19.98604;-7.410081e-002;3.14488
117.89800;66.81667;19.98619;-7.410069e-002;3.14488
117.90000;66.82000;19.98635;-7.435909e-002;3.14488
117.90000;66.82333;19.98665;-7.422983e-002;3.14488
117.90200;66.82667;19.98680;-7.422973e-002;3.14488
117.90300;66.83000;19.98695;-7.397114e-002;3.14488
117.90600;66.83333;19.98635;-7.397097e-002;3.14489
117.90700;66.83667;19.98589;-7.397091e-002;3.14489
117.90800;66.84000;19.98513;-7.397085e-002;3.14489
117.90900;66.84333;19.98483;-7.384154e-002;3.14489
117.91100;66.84667;19.98468;-7.384142e-002;3.14489
117.91300;66.85000;19.98468;-7.384130e-002;3.14489
117.91500;66.85333;19.98468;-7.345341e-002;3.14489
117.91700;66.85667;19.98483;-7.306552e-002;3.14489
117.91800;66.86000;19.98544;-7.306547e-002;3.14489
117.91900;66.86333;19.98604;-7.306541e-002;3.14489
117.92000;66.86667;19.98650;-7.332386e-002;3.14490
117.92300;66.87000;19.98695;-7.358221e-002;3.14490
117.92400;66.87333;19.98710;-7.358216e-002;3.14490
117.92800;66.87667;19.98725;-7.358193e-002;3.14490
117.92900;66.88000;19.98680;-7.345260e-002;3.14490
117.93000;66.88333;19.98619;-7.345255e-002;3.14490
117.93100;66.88667;19.98619;-7.345249e-002;3.14490
117.93200;66.89000;19.98589;-7.319392e-002;3.14490
117.93400;66.89333;19.98528;-7.293529e-002;3.14491
117.93500;66.89667;19.98513;-7.228894e-002;3.14491
117.93600;66.90000;19.98513;-7.228888e-002;3.14491
117.93800;66.90333;19.98513;-7.280579e-002;3.14491
117.94000;66.90667;19.98498;-7.293494e-002;3.14491
117.94200;66.91000;19.98528;-7.280557e-002;3.14491
117.94300;66.91333;19.98528;-7.319328e-002;3.14491
117.94500;66.91667;19.98635;-7.371020e-002;3.14491
117.94600;66.92000;19.98725;-7.371014e-002;3.14491
117.94800;66.92333;19.98771;-7.371003e-002;3.14492
117.94900;66.92667;19.98786;-7.370996e-002;3.14492
117.95000;66.93000;19.98756;-7.383917e-002;3.14492
117.95300;66.93333;19.98619;-7.370973e-002;3.14492
117.95400;66.93667;19.98589;-7.345116e-002;3.14492
117.95600;66.94000;19.98574;-7.345104e-002;3.14492
117.95800;66.94333;19.98574;-7.332167e-002;3.14492
117.95900;66.94667;19.98589;-7.332162e-002;3.14492
117.96000;66.95000;19.98604;-7.332156e-002;3.14492
117.96200;66.95333;19.98619;-7.370922e-002;3.14492
117.96500;66.95667;19.98604;-7.396755e-002;3.14493
117.96600;66.96000;19.98574;-7.396750e-002;3.14493
117.96700;66.96333;19.98589;-7.396744e-002;3.14493
117.96900;66.96667;19.98589;-7.396732e-002;3.14493
117.97100;66.97000;19.98559;-7.383795e-002;3.14493
117.97200;66.97333;19.98513;-7.383789e-002;3.14493
117.97400;66.97667;19.98483;-7.383777e-002;3.14493
117.97600;66.98000;19.98498;-7.383766e-002;3.14493
117.97700;66.98333;19.98483;-7.370835e-002;3.14494
117.97900;66.98667;19.98498;-7.370823e-002;3.14494
117.98000;66.99000;19.98498;-7.370818e-002;3.14494
117.98200;66.99333;19.98513;-7.370806e-002;3.14494
117.98400;66.99667;19.98513;-7.370794e-002;3.14494
117.98500;67.00000;19.98544;-7.357863e-002;3.14494
117.98600;67.00333;19.98589;-7.357857e-002;3.14494
117.98800;67.00667;19.98604;-7.344919e-002;3.14494
117.99100;67.01000;19.98635;-7.370753e-002;3.14495
117.99200;67.01333;19.98695;-7.383673e-002;3.14495
117.99400;67.01667;19.98741;-7.422439e-002;3.14495
117.99600;67.02000;19.98741;-7.448279e-002;3.14495
117.99700;67.02333;19.98710;-7.435347e-002;3.14495
117.99800;67.02667;19.98695;-7.422416e-002;3.14495
118.00000;67.03000;19.98695;-7.422404e-002;3.14495
118.00200;67.03333;19.98650;-7.396541e-002;3.14495
118.00400;67.03667;19.98604;-7.370678e-002;3.14495
118.00500;67.04000;19.98559;-7.357747e-002;3.14496
118.00700;67.04333;19.98498;-7.357736e-002;3.14496
118.00900;67.04667;19.98453;-7.370650e-002;3.14496
118.01100;67.05000;19.98453;-7.357712e-002;3.14496
118.01100;67.05333;19.98438;-7.357712e-002;3.14496
118.01300;67.05667;19.98407;-7.370627e-002;3.14496
118.01500;67.06000;19.98392;-7.396466e-002;3.14496
118.01700;67.06333;19.98377;-7.396455e-002;3.14496
118.01800;67.06667;19.98362;-7.383523e-002;3.14496
118.01900;67.07000;19.98362;-7.344741e-002;3.14496
118.02100;67.07333;19.98331;-7.331804e-002;3.14497
118.02200;67.07667;19.98316;-7.331798e-002;3.14497
118.02300;67.08000;19.98316;-7.357643e-002;3.14497
118.02600;67.08333;19.98347;-7.396403e-002;3.14497
118.02700;67.08667;19.98407;-7.383471e-002;3.14497
118.02900;67.09000;19.98513;-7.370533e-002;3.14497
118.03000;67.09333;19.98619;-7.370529e-002;3.14497
118.03300;67.09667;19.98650;-7.383437e-002;3.14497
118.03400;67.10000;19.98650;-7.383430e-002;3.14498
118.03500;67.10333;19.98619;-7.383425e-002;3.14498
118.03800;67.10667;19.98544;-7.383408e-002;3.14498
118.04000;67.11000;19.98513;-7.383396e-002;3.14498
118.04100;67.11333;19.98528;-7.383390e-002;3.14498
118.04300;67.11667;19.98544;-7.383378e-002;3.14498
118.04400;67.12000;19.98619;-7.396298e-002;3.14498
118.04600;67.12333;19.98619;-7.435064e-002;3.14498
118.04800;67.12667;19.98619;-7.447977e-002;3.14499
118.04900;67.13000;19.98619;-7.435046e-002;3.14499
118.05100;67.13333;19.98604;-7.435034e-002;3.14499
118.05300;67.13667;19.98544;-7.435023e-002;3.14499
118.05600;67.14000;19.98544;-7.409155e-002;3.14499
118.05700;67.14333;19.98589;-7.409148e-002;3.14499
118.05900;67.14667;19.98589;-7.434988e-002;3.14499
118.06200;67.15000;19.98528;-7.460821e-002;3.14500
118.06300;67.15333;19.98513;-7.473741e-002;3.14500
118.06400;67.15667;19.98544;-7.434959e-002;3.14500
118.06600;67.16000;19.98574;-7.422022e-002;3.14500
118.06700;67.16333;19.98589;-7.422017e-002;3.14500
118.06900;67.16667;19.98619;-7.434930e-002;3.14500
118.07100;67.17000;19.98559;-7.434918e-002;3.14500
118.07300;67.17333;19.98528;-7.447832e-002;3.14500
118.07500;67.17667;19.98438;-7.447820e-002;3.14500
118.07600;67.18000;19.98286;-7.447815e-002;3.14500
118.07900;67.18333;19.98301;-7.409021e-002;3.14501
118.08100;67.18667;19.98422;-7.499488e-002;3.14501
118.08200;67.19000;19.98498;-7.538258e-002;3.14501
118.08400;67.19333;19.98498;-7.538246e-002;3.14501
118.08500;67.19667;19.98513;-7.538240e-002;3.14501
118.08800;67.20000;19.98513;-7.525298e-002;3.14501
118.08900;67.20333;19.98513;-7.525291e-002;3.14501
118.09000;67.20667;19.98468;-7.551136e-002;3.14501
118.09100;67.21000;19.98453;-7.564056e-002;3.14502
118.09300;67.21333;19.98438;-7.551118e-002;3.14502
118.09500;67.21667;19.98453;-7.525257e-002;3.14502
118.09600;67.22000;19.98498;-7.551102e-002;3.14502
118.09800;67.22333;19.98528;-7.564015e-002;3.14502
118.10000;67.22667;19.98544;-7.589854e-002;3.14502
118.10200;67.23000;19.98544;-7.602768e-002;3.14502
118.10400;67.23333;19.98559;-7.589831e-002;3.14502
118.10500;67.23667;19.98574;-7.589825e-002;3.14503
118.10700;67.24000;19.98680;-7.563963e-002;3.14503
118.10800;67.24333;19.98725;-7.551032e-002;3.14503
118.11000;67.24667;19.98725;-7.576871e-002;3.14503
118.11100;67.25000;19.98695;-7.551015e-002;3.14503
118.11400;67.25333;19.98635;-7.563922e-002;3.14503
118.11600;67.25667;19.98619;-7.602686e-002;3.14503
118.11800;67.26000;19.98604;-7.615600e-002;3.14503
118.12000;67.26333;19.98589;-7.602663e-002;3.14504
118.12100;67.26667;19.98604;-7.602657e-002;3.14504
118.12200;67.27000;19.98604;-7.615577e-002;3.14504
118.12400;67.27333;19.98650;-7.615565e-002;3.14504
118.12700;67.27667;19.98665;-7.628473e-002;3.14504
118.12700;67.28000;19.98710;-7.654323e-002;3.14504
118.12900;67.28333;19.98710;-7.667237e-002;3.14504
118.13000;67.28667;19.98680;-7.654306e-002;3.14504
118.13200;67.29000;19.98650;-7.654294e-002;3.14504
118.13400;67.29333;19.98650;-7.641357e-002;3.14505
118.13700;67.29667;19.98650;-7.641340e-002;3.14505
118.13700;67.30000;19.98650;-7.667190e-002;3.14505
118.13900;67.30333;19.98665;-7.654253e-002;3.14505
118.14100;67.30667;19.98680;-7.628391e-002;3.14505
118.14200;67.31000;19.98574;-7.641311e-002;3.14505
118.14400;67.31333;19.98483;-7.667150e-002;3.14505
118.14600;67.31667;19.98468;-7.667137e-002;3.14505
118.14700;67.32000;19.98453;-7.628356e-002;3.14505
118.14800;67.32333;19.98422;-7.602500e-002;3.14506
118.15000;67.32667;19.98407;-7.602488e-002;3.14506
118.15200;67.33000;19.98407;-7.602476e-002;3.14506
118.15400;67.33333;19.98407;-7.615390e-002;3.14506
118.15600;67.33667;19.98438;-7.667080e-002;3.14506
118.15700;67.34000;19.98468;-7.667074e-002;3.14506
118.15900;67.34333;19.98483;-7.692912e-002;3.14506
118.16100;67.34667;19.98498;-7.705825e-002;3.14506
118.16200;67.35000;19.98498;-7.731670e-002;3.14507
118.16300;67.35333;19.98483;-7.731664e-002;3.14507
118.16600;67.35667;19.98513;-7.731646e-002;3.14507
118.16700;67.36000;19.98559;-7.744566e-002;3.14507
118.16900;67.36333;19.98559;-7.783330e-002;3.14507
118.17100;67.36667;19.98528;-7.809168e-002;3.14507
118.17200;67.37000;19.98528;-7.770387e-002;3.14507
118.17400;67.37333;19.98513;-7.757450e-002;3.14507
118.17600;67.37667;19.98468;-7.744513e-002;3.14507
118.17700;67.38000;19.98422;-7.744507e-002;3.14508
118.17800;67.38333;19.98422;-7.744501e-002;3.14508
118.18000;67.38667;19.98498;-7.744489e-002;3.14508
118.18200;67.39000;19.98559;-7.731552e-002;3.14508
118.18400;67.39333;19.98544;-7.757391e-002;3.14508
118.18600;67.39667;19.98498;-7.783230e-002;3.14508
118.18900;67.40000;19.98453;-7.783212e-002;3.14508
118.19000;67.40333;19.98453;-7.770281e-002;3.14508
118.19100;67.40667;19.98453;-7.744425e-002;3.14509
118.19300;67.41000;19.98453;-7.718563e-002;3.14509
118.19400;67.41333;19.98392;-7.718557e-002;3.14509
118.19500;67.41667;19.98377;-7.744402e-002;3.14509
118.19700;67.42000;19.98377;-7.744391e-002;3.14509
118.19800;67.42333;19.98377;-7.744385e-002;3.14509
118.20000;67.42667;19.98438;-7.744372e-002;3.14509
118.20100;67.43000;19.98453;-7.731442e-002;3.14509
118.20400;67.43333;19.98468;-7.744349e-002;3.14509
118.20600;67.43667;19.98544;-7.783113e-002;3.14510
118.20800;67.44000;19.98604;-7.783101e-002;3.14510
118.20900;67.44333;19.98695;-7.834795e-002;3.14510
118.21100;67.44667;19.98786;-7.860633e-002;3.14510
118.21300;67.45000;19.98831;-7.834772e-002;3.14510
118.21500;67.45333;19.98816;-7.847685e-002;3.14510
118.21500;67.45667;19.98771;-7.847685e-002;3.14510
118.21700;67.46000;19.98786;-7.860598e-002;3.14510
118.22100;67.46333;19.98831;-7.834724e-002;3.14511
118.22200;67.46667;19.98877;-7.834718e-002;3.14511
118.22400;67.47000;19.98953;-7.834707e-002;3.14511
118.22500;67.47333;19.98953;-7.834701e-002;3.14511
118.22600;67.47667;19.98968;-7.860546e-002;3.14511
118.22900;67.48000;19.98968;-7.847603e-002;3.14511
118.23000;67.48333;19.98937;-7.834672e-002;3.14511
118.23200;67.48667;19.98907;-7.847585e-002;3.14511
118.23300;67.49000;19.98831;-7.860504e-002;3.14511
118.23500;67.49333;19.98741;-7.873417e-002;3.14512
118.23700;67.49667;19.98725;-7.873405e-002;3.14512
118.23900;67.50000;19.98710;-7.847544e-002;3.14512
118.24000;67.50333;19.98725;-7.847538e-002;3.14512
118.24100;67.50667;19.98725;-7.860457e-002;3.14512
118.24300;67.51000;19.98680;-7.873370e-002;3.14512
118.24400;67.51333;19.98665;-7.860439e-002;3.14512
118.24600;67.51667;19.98695;-7.847503e-002;3.14512
118.24700;67.52000;19.98725;-7.808722e-002;3.14512
118.24900;67.52333;19.98801;-7.808710e-002;3.14513
118.25200;67.52667;19.98801;-7.808693e-002;3.14513
118.25300;67.53000;19.98786;-7.860386e-002;3.14513
118.25400;67.53333;19.98756;-7.886230e-002;3.14513
118.25600;67.53667;19.98710;-7.860369e-002;3.14513
118.25700;67.54000;19.98695;-7.847438e-002;3.14513
118.25900;67.54333;19.98695;-7.847426e-002;3.14513
118.26100;67.54667;19.98710;-7.886189e-002;3.14513
118.26200;67.55000;19.98710;-7.899108e-002;3.14513
118.26500;67.55333;19.98725;-7.924940e-002;3.14514
118.26600;67.55667;19.98741;-7.924934e-002;3.14514
118.26800;67.56000;19.98771;-7.924922e-002;3.14514
118.26900;67.56333;19.98786;-7.924917e-002;3.14514
118.27100;67.56667;19.98831;-7.899055e-002;3.14514
118.27200;67.57000;19.98862;-7.886125e-002;3.14514
118.27400;67.57333;19.98877;-7.899037e-002;3.14514
118.27500;67.57667;19.98862;-7.924880e-002;3.14514
118.27700;67.58000;19.98831;-7.924869e-002;3.14515
118.27800;67.58333;19.98907;-7.924864e-002;3.14515
118.27900;67.58667;19.98907;-7.911933e-002;3.14515
118.28200;67.59000;19.98847;-7.911915e-002;3.14515
118.28300;67.59333;19.98862;-7.924834e-002;3.14515
118.28500;67.59667;19.98831;-7.937747e-002;3.14515
118.28700;67.60000;19.98741;-7.989434e-002;3.14515
118.28800;67.60333;19.98710;-7.976504e-002;3.14515
118.29000;67.60667;19.98695;-7.976493e-002;3.14515
118.29200;67.61000;19.98680;-7.937706e-002;3.14516
118.29300;67.61333;19.98695;-7.924775e-002;3.14516
118.29400;67.61667;19.98695;-7.898920e-002;3.14516
118.29800;67.62000;19.98710;-7.911820e-002;3.14516
118.29900;67.62333;19.98725;-7.898890e-002;3.14516
118.30000;67.62667;19.98741;-7.911809e-002;3.14516
118.30100;67.63000;19.98741;-7.963502e-002;3.14516
118.30300;67.63333;19.98725;-7.963491e-002;3.14516
118.30400;67.63667;19.98710;-7.976409e-002;3.14516
118.30600;67.64000;19.98710;-7.950548e-002;3.14517
118.30700;67.64333;19.98741;-7.950542e-002;3.14517
118.30900;67.64667;19.98771;-7.950530e-002;3.14517
118.31000;67.65000;19.98801;-7.950525e-002;3.14517
118.31200;67.65333;19.98801;-7.963437e-002;3.14517
118.31300;67.65667;19.98786;-7.976356e-002;3.14517
118.31700;67.66000;19.98831;-7.963408e-002;3.14517
118.31900;67.66333;19.98831;-7.937547e-002;3.14517
118.32000;67.66667;19.98816;-7.937541e-002;3.14518
118.32100;67.67000;19.98801;-7.963384e-002;3.14518
118.32300;67.67333;19.98847;-7.963372e-002;3.14518
118.32500;67.67667;19.98877;-7.963360e-002;3.14518
118.32600;67.68000;19.98862;-7.976279e-002;3.14518
118.32800;67.68333;19.98801;-7.976268e-002;3.14518
118.32900;67.68667;19.98771;-7.937487e-002;3.14518
118.33100;67.69000;19.98741;-7.924552e-002;3.14518
118.33300;67.69333;19.98741;-7.937465e-002;3.14518
118.33400;67.69667;19.98756;-7.937458e-002;3.14519
118.33600;67.70000;19.98756;-7.924521e-002;3.14519
118.33700;67.70333;19.98756;-7.924516e-002;3.14519
118.34000;67.70667;19.98741;-7.924498e-002;3.14519
118.34100;67.71000;19.98771;-7.937417e-002;3.14519
118.34200;67.71333;19.98877;-7.950336e-002;3.14519
118.34400;67.71667;19.98892;-7.963249e-002;3.14519
