1.Temperature[°C] 1.Time[s] 1.Conversion[-] 1.Conversion_rate[1/s] 2.Temperature[°C] 2.Time[s] 2.Conversion[-] 2.Conversion_rate[1/s] 3.Temperature[°C] 3.Time[s] 3.Conversion[-] 3.Conversion_rate[1/s] 4.Temperature[°C] 4.Time[s] 4.Conversion[-] 4.Conversion_rate[1/s]
128.90907 2841.042 0.8388 0.001234 139.79839 1250.6383 0.9566 0.002234 142.21714 694.3719 0.8078 0.01044 143.79162 435.6463 0.5504 0.02023
129.2211 2850.832 0.851 0.001309 140.11696 1254.6102 0.9648 0.001912 142.60759 696.0452 0.8253 0.01016 144.2815 436.6543 0.5723 0.0221
129.54598 2860.622 0.8641 0.001294 140.43223 1258.582 0.972 0.001725 143.00273 697.7186 0.8415 0.009302 144.79484 437.6624 0.5941 0.0214
129.85809 2870.412 0.8758 0.00113 140.76074 1262.5539 0.9785 0.001549 143.40287 699.392 0.8568 0.008995 145.28512 438.6704 0.6155 0.02112
130.18413 2880.202 0.8874 0.001177 141.07102 1266.5257 0.9843 0.001416 143.79684 701.0653 0.8714 0.00851 145.78901 439.6784 0.6372 0.02179
130.49191 2889.992 0.8986 0.001097 141.40544 1270.4976 0.9898 0.001287 144.18779 702.7387 0.8853 0.008015 146.27257 440.6865 0.6587 0.02114
130.80809 2899.782 0.9087 0.0009751 141.70563 1274.4695 0.9934 0.0006164 144.59203 704.4121 0.8983 0.007585 146.78344 441.6945 0.6803 0.02174
131.13476 2909.572 0.9178 0.0009095 142.01908 1278.4413 0.9951 0.000323 144.9627 706.0854 0.9108 0.007432 147.28906 442.7025 0.702 0.02102
131.46235 2919.362 0.9268 0.0009498 142.33203 1282.4132 0.9962 0.0002321 145.36308 707.7588 0.9226 0.006256 147.79265 443.7106 0.7234 0.02131
131.77859 2929.152 0.9354 0.0008063 142.64884 1286.3851 0.9968 0.0001188 145.72915 709.4322 0.9326 0.006006 148.29125 444.7186 0.7444 0.02086
132.10093 2938.942 0.9433 0.0009005 142.94563 1290.3569 0.9973 0.0001235 146.1255 711.1055 0.9431 0.006199 148.78518 445.7267 0.7653 0.02033
132.42146 2948.732 0.9512 0.0006846 143.25374 1294.3288 0.9981 0.0001603 146.5071 712.7789 0.9531 0.005697 149.27911 446.7347 0.7858 0.01969
132.73402 2958.522 0.9571 0.000602 143.55593 1298.3006 0.9983 -4.733e-05 146.88613 714.4523 0.9621 0.005083 149.78882 447.7427 0.8028 0.01609
133.04697 2968.312 0.9628 0.0005303 143.86844 1302.2725 0.9983 -5.137e-07 147.26794 716.1256 0.9701 0.004508 150.29654 448.7508 0.8214 0.01982
133.37206 2978.102 0.9677 0.0005066 144.16765 1306.2444 0.9983 2.518e-06 147.6338 717.799 0.9773 0.004042 150.79976 449.7588 0.8403 0.01841
133.68881 2987.891 0.9727 0.0004798 144.47031 1310.2162 0.9987 0.0001865 148.01888 719.4724 0.9835 0.003537 151.29704 450.7669 0.8588 0.01798
133.98193 2997.681 0.9772 0.0004478 144.7799 1314.1881 0.9991 1.467e-05 148.38475 721.1457 0.9892 0.003191 151.79727 451.7749 0.8763 0.01704
134.31965 3007.471 0.9815 0.0004044 145.07125 1318.1599 0.9991 1.3e-08 148.74648 722.8191 0.9938 0.002083 152.3083 452.7829 0.8942 0.01765
134.63569 3017.261 0.9854 0.0003999 145.38185 1322.1318 0.9991 4.119e-07 149.11226 724.4925 0.9963 0.00102 152.79381 453.791 0.9104 0.01513
134.93463 3027.051 0.989 0.000304 145.66548 1326.1037 0.9992 9.146e-05 149.47894 726.1658 0.9976 0.0006551 153.29953 454.799 0.9256 0.01468
135.27315 3036.841 0.992 0.0003254 145.98659 1330.0755 0.9995 2.129e-05 149.8316 727.8392 0.9983 0.0003868 153.79675 455.8071 0.9399 0.01357
135.59377 3046.631 0.995 0.0002824 146.29502 1334.0474 0.9995 -6.286e-07 150.19795 729.5126 0.9989 0.0002331 154.29174 456.8151 0.9531 0.01292
135.91287 3056.421 0.9971 0.0001625 146.60285 1338.0193 0.9995 -4.951e-07 150.55012 731.1859 0.9988 9.219e-05 154.79035 457.8231 0.9652 0.01079
136.20821 3066.211 0.9982 6.767e-05 146.90793 1341.9911 0.9995 5.147e-05 150.92097 732.8593 0.9994 0.0004288 155.28737 458.8312 0.9752 0.009288
136.548 3076.001 0.9984 -2.382e-05 147.208 1345.963 1 0.0001901 151.26037 734.5327 0.9997 4.617e-05 155.78403 459.8392 0.9839 0.007091
136.87635 3085.791 0.9988 6.268e-05 147.51167 1349.9348 1 -7.994e-06 151.61732 736.206 1 0.0001434 156.28269 460.8473 0.9895 0.00465
137.18727 3095.581 0.9992 -1.723e-05 147.81714 1353.9067 1 1.225e-14 151.97073 737.8794 1 -1.188e-05 156.77086 461.8553 0.9932 0.003099
137.51657 3105.371 0.9992 7.039e-06 148.11792 1357.8786 1 1.056e-22 152.31513 739.5528 1 3.003e-10 157.26373 462.8633 0.9958 0.001839
137.83322 3115.161 0.9991 -3.698e-05 148.42562 1361.8504 1 5.197e-17 152.64885 741.2261 1 3.418e-15 157.74885 463.8714 0.997 0.0007309
138.15091 3124.951 0.9988 -1.118e-06 148.74626 1365.8223 1 4.141e-07 153.00276 742.8995 1 -2.808e-20 158.24262 464.8794 0.9976 0.0006867
138.47946 3134.741 0.9988 3.578e-08 149.05646 1369.7941 1 -3.858e-05 153.34356 744.5729 1 -1.462e-24 158.72552 465.8875 0.9981 0.0003051
138.80191 3144.531 0.9988 -6.961e-07 149.36848 1373.766 0.9997 -0.0002023 153.70099 746.2462 1 2.002e-29 159.21801 466.8955 0.9986 0.0005788
139.13116 3154.321 0.9988 2.308e-05 149.675 1377.7379 0.9995 -4.627e-06 154.02928 747.9196 1 1.156e-25 159.68508 467.9035 0.9987 -3.223e-05
139.46415 3164.111 0.9991 3.237e-05 149.99009 1381.7097 0.9998 0.0002181 154.36288 749.593 1 -1.008e-19 160.17218 468.9116 0.9987 -0.0001248
139.78935 3173.901 0.9992 1.557e-05 150.30607 1385.6816 1 1.498e-07 154.71472 751.2663 1 -5.347e-15 160.6573 469.9196 0.9991 0.0007134
140.1231 3183.69 0.9995 3.584e-05 150.60974 1389.6534 1 -1.078e-10 155.0519 752.9397 1 9.318e-11 161.13027 470.9276 0.9994 -1.206e-05
140.44041 3193.48 0.9998 4.052e-05 150.93026 1393.6253 1 -4.016e-19 155.38035 754.6131 1 -2.871e-05 161.61972 471.9357 0.9998 0.0006661
140.78047 3203.27 1 1.68e-06 151.24669 1397.5972 1 -8.042e-08 155.72309 756.2864 1 0.0001522 162.09952 472.9437 1 -4.889e-06
141.10477 3213.06 1 8.572e-06 151.55534 1401.569 1 -1.786e-05 156.05495 757.9598 1 7.984e-05 162.57977 473.9518 1 -1.326e-07
141.43767 3222.85 0.9999 -6.353e-05 151.87409 1405.5409 0.9997 -6.558e-05 156.39354 759.6332 1 -1.043e-06 163.06244 474.9598 1 1.842e-10
141.77428 3232.64 0.9992 -3.342e-05 152.18928 1409.5128 1 0.0002157 156.72845 761.3065 1 -4.366e-09 163.53073 475.9678 1 -2.504e-13
142.10711 3242.43 0.9995 3.734e-05 152.50759 1413.4846 1 -1.696e-06 157.05431 762.9799 1 1.561e-05 164.01185 476.9759 1 3.339e-16
142.4365 3252.22 0.9996 -6.185e-06 152.80704 1417.4565 1 2.264e-15 157.39209 764.6533 1 -0.00022 164.48606 477.9839 1 -4.361e-19
142.75971 3262.01 0.9997 2.801e-05 153.12823 1421.4283 1 -2.007e-18 157.72943 766.3266 1 -3.215e-05 164.96189 478.992 1 5.516e-22
143.092 3271.8 1 6.397e-05 153.448 1425.4002 1 6.367e-21 158.076 768 1 9.879e-05 165.423 480 1 -3.207e-24
